avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate
34,15,205,459.8,36891,5526,21.9,43,39,48.3,2.44,39.8,31.7,41,35.2,8.4,49.2,12.7,57.4,43.9,27.4,37.5,20.2,63.41120675,35.25382048,0.491832074,44.7804878,7.282913165
497,202,217.8,530.4,32683,83848,30.1,36.6,35.2,37.8,2.68,43.1,26.8,50.8,44.5,9,49.2,6.1,56.3,45.3,41.4,37.8,24.7,56.36324495,40.86924282,0.480786481,42.65554216,6.971510409
2484,940,192.1,514.3,41787,410849,21.5,39.6,38,41.1,2.48,44.6,19.7,31.5,32.8,12.1,49.2,13.2,63.5,46.4,42.3,43.9,25.3,74.77168565,20.42012725,0.472498882,42.98472784,4.863978687
98,50,189.5,401.8,45454,15677,15.8,47.2,45.6,48.6,2.33,54.2,22.3,34.5,36.9,9.9,49.2,5.1,69.6,48.2,41.9,41.2,18.9,92.76733474,5.290675962,0.379683804,51.39359976,8.070065687
167,67,192.1,500.1,38329,24548,21,42.4,40.6,44.5,2.43,49,27.9,20.9,33.1,9.8,49.3,13,55,37,32.7,51.2,30.4,93.13642416,3.675906872,0.044385264,47.33299849,6.192236599
218,72,177,572.8,41211,21387,14.8,52.6,52.1,53.1,1.99,59.8,14.9,28.3,31.4,16.7,49.3,8,65.6,39.2,30.2,50.4,22.5,86.56988996,0.398033247,0.355888551,50.64813075,4.69334869
164,80,179,374.4,39256,30313,19.1,43.3,41.5,45,2.56,50.7,13.7,43,44,9.7,49.3,9.2,54.8,39.5,34.6,39.7,21.5,79.06554999,17.27446584,1.381561593,50.08125909,3.991528185
61,28,222.2,468.9,46277,9052,15.7,45.4,45.4,45.5,2.45,52.3,15.8,53.5,40.8,8,49.3,10.1,56.2,40.4,34,37.6,20.9,86.78477113,0.473151408,0.132042254,48.14612868,5.089647195
161,66,167.7,422.1,45743,23154,13,49.5,48.6,50.2,2.38,60.1,25.4,27.6,33.7,15.8,49.3,9.7,64.6,41.6,35.4,45.7,21.8,96.07598745,0.322344952,0.709158895,58.22066261,3.888098625
106,45,175.7,415.1,37026,22131,19.1,38.4,36.9,40.8,0.0261,56.1,12.6,38.5,32,7.4,49.3,12.2,56.9,43.3,36.1,40,22.7,81.25056679,16.00163236,0.312868414,56.40196431,5.683802134
35,24,187.4,287.4,40165,8963,16.1,44.2,43.7,44.7,2.44,54.8,29.5,28.4,42.8,10.3,49.3,10,60.6,45.7,36.5,39.6,22.9,96.41161533,0.419564977,0.342276692,53.58111774,7.791479821
80,35,162.2,372,39625,14058,17.4,45,42.2,48,2.36,52.2,12.6,31.2,28.3,10.5,49.3,9.2,56.6,48,33.4,43,24.7,82.67255051,1.834103289,8.2534648,50.56642636,3.897032535
105,52,209.7,425.4,44446,17524,13,46.1,45.8,46.6,2.36,47.7,13.3,53.1,41.2,11.1,49.3,12.3,63.7,48,38.4,38.4,17.3,97.35622318,0.772532189,1.983523004,45.14153511,4.090035685
249,88,224.4,651.3,32749,32477,25.8,39.5,37.3,41.1,2.44,29.5,14.3,43.7,34,9.2,49.3,13,53.1,48,32.3,43.3,26.3,18.14898982,77.07250257,1.273231018,27.0092947,4.372408594
24,10,145.4,337.1,31227,6251,29.9,46.1,45.5,46.9,2.39,52.1,35.2,28.6,24.7,17.9,49.4,9.7,33.3,24.6,19.2,46.1,32.4,87.6563001,0.368707919,6.588650208,44.03387221,7.037358818
20,9,199.3,373.5,65192,7752,23.2,26.1,26.4,25.8,3.97,37.2,28.2,56.4,43.6,6.9,49.4,21.9,33.4,27.3,26.8,39.1,31.5,12.27366787,0.323331609,0.581996896,44.92905938,12.39291833
48,23,174.8,372.4,31829,10886,29.1,37.1,36,37.4,2.75,44.9,37.6,28.4,34.9,10.2,49.4,8.1,44,30.3,25.1,41.3,25.7,66.76638564,24.35862569,4.732118575,44.56382707,3.962338172
93,39,215.3,516.6,34788,14434,19.3,40.7,40.1,41.3,2.58,49.5,13.9,34.8,31.2,10.7,49.4,7.7,51.9,37.3,30.7,39.4,22.6,64.63319918,1.525100614,0.473063616,49.22848113,5.56091289
336,152,166.3,411.2,44113,50955,17.6,47.9,45.7,49.7,2.38,50.7,19.6,40.1,27.8,18.4,49.4,8,58.3,37.6,29.1,42.5,19.2,92.43055694,1.635127321,2.608227482,48.39043119,5.271431566
101,49,209.4,431.7,35425,20566,24.7,36.7,35.3,38.2,2.67,48.7,23,29.9,36.4,8.8,49.4,9.4,49.2,39.5,35.1,44.7,29.7,59.1032873,38.97588018,0.389029372,50.85190039,8.771929825
125,66,221.2,424.7,36391,21714,21.1,42.8,42.4,43.8,2.48,50.7,13.8,41.7,43.7,9.9,49.4,8.1,57.1,40,34.6,44.7,24.6,93.16394709,1.849915913,0.481796282,50.79567894,8.799648892
211,97,178.3,412.7,39079,35125,18,45.3,43.1,46.9,2.43,47.8,15.6,34.8,36.5,10.1,49.4,7.5,59.3,42.3,35.6,41,21.8,60.49400101,36.92615333,1.056159522,46.83916084,5.521048999
157,74,198.2,421.7,33881,31696,23.1,38.8,36.8,39.9,2.62,50.3,23.3,33.7,37.5,7.4,49.4,9.8,58.6,44.9,40.3,38.3,21.7,88.27211228,4.912435987,4.194853638,49.02337229,3.264508929
175,68,206.8,538,41150,26910,16.9,40.5,39,41.8,2.44,52.2,20.3,43.8,40.3,8.3,49.4,7.7,60.1,45,38.7,39.2,22.1,90.51059551,6.41316897,0.744851216,48.56485741,4.897396103
615,264,201,472.9,39904,103057,19,40.8,39.3,42.2,2.56,50.1,19.8,32.2,31.9,10.1,49.4,9,62.8,48,39.7,38.7,19.9,81.25204788,15.4434015,0.697723725,50.28948094,4.287972051
1348,490,131.2,368.1,32215,422156,34.5,31.2,29.2,33,3.42,48.9,22.9,33.7,24,11.8,49.5,10,34.8,28.6,24.6,38.8,28.9,92.09301658,0.570885782,5.414083604,52.47363684,6.202803162
342,152,199.9,449.9,40226,47038,18.8,50.4,48.5,51.6,2.22,52.6,21.1,47.4,28.1,14,49.5,7.9,56.3,35.7,28,46.3,23.8,88.08337109,0.334433728,2.619371265,47.15063697,4.839663945
81,36,174,388.5,36642,18454,24.9,38.6,37.6,39.8,2.63,50.1,26.5,48,42.8,8.2,49.5,7.9,49.6,38.1,33.3,39.7,26.4,76.67372536,18.89015583,1.992724114,50.80739871,6.281957633
101,54,205.4,405,45159,17086,13.5,44.9,44.6,45,2.72,52.7,21.2,42.3,36.2,12,49.5,7.5,54.8,38.1,30,41.5,23.3,87.72816458,7.836375528,2.651762887,51.74210355,8.203125
174,83,200.3,422.1,37831,33426,18.7,40.9,38.8,42.5,2.59,52.7,13.9,38.1,42.1,8.5,49.5,7.6,58.1,40,35.7,43.2,23.5,85.80561892,11.65506063,0.252131108,52.96638102,3.906472769
248,110,199,463,36973,45063,24.5,39.4,38.2,40.8,2.53,45.8,29.3,32.5,32.7,10.5,49.5,10.5,53.8,40.8,33.8,39.9,23.7,59.8719436,36.475995,1.086471533,43.89416163,6.247570929
120,47,167.2,443.9,42348,21019,18.3,40.7,38.9,42.4,2.49,54.2,15.6,41.8,42.1,11.1,49.5,8.1,58.3,43.5,37.1,42.3,24.3,85.40975841,12.03694931,0.222643297,49.95216455,5.789245447
114,52,191.9,456.5,40323,17093,14.3,45.8,44.5,46.8,2.57,52.1,15,45.4,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,97.75565403,0.575473327,0.270472464,52.76653171,6.77146312
183,73,169.8,435.3,41420,33940,17.6,42.3,40.4,43.5,2.52,53.3,18,44.6,46.4,9,49.5,7,63.5,46.8,43.8,39.3,21.1,94.16427578,3.972315064,0.328314946,56.80724824,4.038301415
439,197,194.7,462.5,40148,67347,20,44.3,43,45.4,2.35,48.9,9.8,30.9,42.5,9.6,49.5,8.8,66,49.6,45.1,39.7,21.6,91.65209469,5.688213598,0.069063818,47.93976679,4.806907805
107,55,190.7,393.2,44397,17891,15,46,45.3,46.7,2.52,57.8,16.3,37.7,34.7,11.5,49.5,7.9,59.9,48,35,36.3,16.9,94.16838239,1.496856046,1.541372211,57.03671953,3.008595989
2013,823,146.7,399.1,51673,363369,14.1,46.7,45.2,48.2,2.52,52,20.2,37.9,30.7,16.8,49.5,8.6,61.1,48,33.2,39.8,19.3,84.61927856,9.281439739,2.572084404,51.46038226,4.574507344
257,106,198.5,490.4,33609,44568,27,40,37.6,41.4,2.65,37.7,27.2,40.1,37.6,8.2,49.6,12.2,50.1,31.6,25.8,47.3,28.7,43.62800866,49.60405095,4.079948248,36.87986015,6.678752027
400,179,211.7,483.4,41015,69699,22.2,37.8,36.4,39,2.53,48.9,20,40.8,35.8,13.2,49.6,8.2,52.4,39.1,34.5,39.3,23.2,60.69434951,11.08452951,1.720209615,46.70006452,6.694613026
400,147,157.6,453.4,42812,59868,15.2,46.8,45.4,48.2,2.24,55,20.3,27.9,28.6,14.7,49.6,7.3,61.6,40.8,33.8,41.9,20,96.00980226,0.910934595,0.601656245,50.58787484,3.907580057
62,24,178.8,475.7,41348,11539,19,40.1,39.7,40.5,2.65,52.2,28.4,30.1,43.2,6.7,49.6,12.1,53.3,41.8,37.4,39.7,26.3,87.07928037,9.830420935,0.025824223,51.36070111,5.545147996
227,80,174.3,501,36810,35827,20.1,40.6,38.7,42.7,2.57,49.8,21.7,29.1,33.8,9.9,49.6,10.9,58.5,44.9,39.7,39.3,22.9,68.09951624,30.46579129,0.05252246,49.69862227,5.236239649
3721,1571,181.2,464.8,47973,568088,14.5,46.6,45.1,47.9,2.46,48.6,15.3,29.9,28.8,16.9,49.6,10.9,64.2,45.5,38,38.1,18.3,83.0508444,10.28087523,1.237736885,47.33045769,4.967904974
162,69,213.9,500.5,40387,28854,18.8,40.3,37.9,41.4,2.63,55.2,19.9,39.5,37.7,8.4,49.6,12.3,58,45.5,42.7,36.9,22.6,91.40556625,4.908104323,1.046735515,55.69738191,6.089508437
501,190,182.9,468.2,45380,128140,20.5,33.6,32.8,34.5,2.84,51.1,14.9,32.8,30.8,13,49.6,11.3,64.5,49.9,31.5,32.2,18.5,67.93838481,20.96122909,5.111808237,53.1496063,5.917065391
335,155,201.5,445.7,41608,61109,17.5,41.2,39.8,42,2.6,50,16.4,41.8,43.1,9.3,49.6,8,62.6,50,42.4,42.6,23.4,95.39845052,2.154398564,0.106749478,49.736708,5.379259802
161,64,197.8,503.8,40642,27052,23.5,39.8,39.1,40.6,2.61,46.4,31,25.6,41.2,8.5,49.6,9.3,57,50,38,39.9,22.5,58.08640831,37.99740404,1.053217133,45.38266302,5.389797883
114,50,203.3,470.4,35055,22745,31.1,36,34.4,37.2,2.81,42.9,32,36.3,39.9,5.6,49.6,8.2,50,50,34.7,41.9,27.8,47.82892163,49.81092711,1.612552701,42.3475685,5.410413193
71,29,175.1,428.5,47834,11161,14.9,47.6,46.2,48.3,2.61,54,22.4,37.9,39.5,7.4,49.6,7.9,55.2,46.2,33.6,41.5,21.2,90.40500136,2.337591737,4.113436622,53.74910736,7.18503937
86,42,197.7,432.1,38280,13430,19.7,43.6,44.3,43.3,2.62,55.8,24.3,41.6,37,11.5,49.7,4.5,52,33.2,26.5,36.1,17.9,95.97739118,0.418410042,1.614915951,54.30748193,9.379671151
110,46,191.3,456.4,36666,20523,24.9,38,35.7,40.4,2.59,49.5,25.8,35,41,9.4,49.7,9.6,46.5,33.9,30.5,35.4,20.9,62.46330077,36.12648602,0.47167541,49.86218664,3.43803056
100,41,150.9,400,33043,18343,26,39.7,39.2,40.4,2.42,50.6,20.3,28.2,28.9,10.7,49.7,10.7,46.5,34.1,29.7,50.6,32.3,90.6525953,0.333835882,3.553736808,49.69144084,4.346733668
56,19,152.5,446.4,38478,11310,23.6,37.5,37.4,37.7,2.85,51,26.8,47,36.9,6.9,49.7,11.7,48.7,36.5,29.8,35.5,20.6,88.51636748,0.079197466,4.59345301,52.37974039,9.079391892
57,25,200.1,467.6,36350,9993,23.3,39.9,36.8,43.5,2.48,46.4,26.3,37.5,42.8,6.4,49.7,10.2,49.8,38,35,38.6,23.2,81.29129129,17.56756757,1.983523004,46.0656592,2.079107505
115,47,194.1,484,39930,17221,17.3,43,41.7,45.1,2.47,53.1,16.4,43.8,35.5,9.4,49.7,8.1,61.9,42.2,35.8,41.8,22,70.36865291,28.35033619,0.38836077,51.47954743,7.114728275
116,48,185.3,457.9,35185,21747,22.3,37.7,37.1,38.3,2.61,48.9,17.9,30,30.1,10.6,49.7,10.6,58.2,44.1,38.3,38.4,21.6,63.23685547,30.35590638,0.189262798,48.2711272,4.476744186
571,240,184.1,455.5,44235,103468,20.6,41.2,40.5,42.2,2.54,51.1,20.4,33.6,30.9,9.8,49.7,10.7,62.3,45,40,42.9,24,90.71312709,0.619515722,1.498954445,49.8428187,6.298743004
55,27,211.2,435,38338,9183,20.3,43,42.4,43.8,2.4,57.4,17.9,53,37.9,7.2,49.7,7.1,61.7,45.2,41.3,38.2,18.3,97.40837129,1.225330731,0.086749078,54.51398136,4.350132626
77,33,195.5,457.7,44119,15050,18.9,37.1,33.7,42.2,2.43,47.9,29.8,43.5,40.2,6.1,49.7,7.8,60.9,46.4,41.7,38.7,22.5,84.56202933,12.94094332,0.039635355,50.4494786,4.645550528
419,189,187.9,426.3,39922,82005,17.2,40.5,39.4,41.9,2.55,57.6,20.6,30.6,34.7,9.1,49.7,7.3,62.6,47.9,42.1,35.3,19,95.69320077,1.19063793,0.737355648,54.8502573,3.913308575
32,14,161.2,364.5,59416,9529,10.3,33,32.5,34,2.78,49.6,26.6,30.8,37.5,8.2,49.7,10,69.6,54.5,52,29.5,14.7,89.36052311,1.540507592,3.479995567,48.6797142,7.95730228
60,26,178.9,424.4,38752,12739,21.2,34.3,32.5,36.3,2.86,43.9,35.3,31.1,29.5,8.7,49.7,6.5,46.4,48,30,40.5,25.7,86.78174509,5.005123355,5.580515488,47.60257044,2.46365105
560,222,188,493,39275,88842,20.5,42.9,41.4,44.4,2.53,48.1,24.2,31.4,29.8,10.7,49.7,11.6,57.5,48,38,41.1,23.6,84.81149774,5.928663957,3.251887256,47.70626097,4.608459925
877,343,162.9,415.9,43818,268455,24.8,30.4,29.6,31,3.32,45.8,13.8,29,24.8,8.7,49.8,16.2,48,38.4,33.2,44.4,32.3,61.17475415,3.418155636,22.65191277,50.89713227,6.393691516
173,81,227.9,496.9,40774,27755,19.2,39.5,37.8,40.9,2.57,53,22.8,43.9,43.5,10.1,49.8,4.4,61.9,40,36.4,34.8,17.9,81.93407394,2.429429976,1.591695502,51.41961827,6.713239053
228,95,208.5,510.7,34116,34123,21.3,43,41.5,43.9,2.44,43.9,14.2,42.6,38.4,7.6,49.8,8.9,57.7,42.2,38.6,42.2,24.1,57.66601133,40.31221573,0.035212301,40.55269457,4.40907905
428,183,194.7,469.7,36740,68580,17.7,43.7,42.2,44.9,2.38,53,9.2,50.2,42.6,9.8,49.8,8.7,59.4,42.3,37.3,42.5,22,95.30010499,2.206311246,0.587669155,51.19917323,3.90120498
106,46,200.2,469.7,31558,19027,26.3,41,39.1,42.5,2.5,50.9,9.5,25.6,36.3,9.3,49.8,7.7,56.1,43,34.2,40.9,23.8,95.05622746,2.800763845,0.408444727,53.07888763,4.546508931
12,5,126.9,371.2,37911,2408,19.1,44.8,41.8,47.3,2.52,56.5,29.1,18.9,22.1,18.7,49.8,4.5,71.2,46.2,29.8,33.9,13,96.20092866,9.107977615,0.802026171,57.98611111,5.027932961
78,30,211.7,578.6,42892,9316,14.1,45.9,45.6,46.2,2.44,61.1,22.7,43.6,46.9,4.9,49.8,6.7,67.4,49.7,44,40.9,20.7,97.6900149,0.191611667,0.010645093,59.77522216,1.418067227
29,11,160.5,447.3,42704,4087,15.7,52,50.4,52.3,2.33,62.7,34.5,23.6,34.8,18.3,49.8,3.3,68.5,50.3,39.4,33.9,14,97.47283892,9.107977615,0.401511573,61.0073571,3.808180536
145,45,139.2,461.6,53542,27103,14.8,41.9,39.9,43.9,2.68,51.1,25.7,31.8,35.4,12.2,49.8,10.5,66.2,51.4,46.6,31.9,17.7,73.3605796,24.15381757,0.546163849,55.31781651,4.581280788
99,41,183.7,457.4,35470,18023,24.7,39.9,37.3,41.4,2.57,43,24.2,50.6,42.1,7.2,49.8,10.5,56.1,48,35.5,43.5,26.4,46.15848312,49.34239369,2.498903989,42.75114155,4.488542405
78,38,225.4,488.3,35363,12408,20.4,42.3,40.1,43.1,2.63,56.3,16.4,43.4,36.4,7.9,49.8,10.2,58.8,50,38.4,41.8,22.3,95.54874607,1.790178211,1.983523004,56.94623656,5.739599384
60,30,207.4,410,33202,10513,23.7,41.3,40.1,42.9,2.66,56.8,10.5,43.1,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,89.48482061,0.165593376,2.5574977,56.99136868,3.421727973
62,24,165.7,416.8,38140,16496,22.5,30.1,29.4,30.4,2.56,45.1,8.8,23.4,25.9,14.3,49.9,10.4,53.6,41.3,37.7,44.4,28.6,87.0305489,1.862437765,4.59155449,45.68442347,4.898266767
158,70,213.1,476.6,36870,25586,20.9,41.2,40,42.2,2.7,54.9,25,28.2,38.3,8.4,49.9,10.6,59.1,42.7,38.3,39.3,21.8,84.03981265,12.19750195,1.857923497,57.56686236,7.304204452
10411,3927,197.9,528.7,41434,1759335,24.1,37.8,36.1,39.2,2.63,38.1,18.8,30.7,30.3,13.4,49.9,14.9,58.4,44.6,41,42,26,53.34252592,39.41434617,1.728810339,37.15664456,5.676241281
252,95,184.2,495.9,46577,41582,15.5,42.2,41,43.3,2.43,48.4,23.3,38.5,39.8,9.6,49.9,9,67.8,47.9,44.2,41.4,20.5,89.5081035,6.053928538,1.424035636,48.97602398,4.445372013
113,40,160,434.6,40382,20699,22.6,40.4,39.6,41.2,2.65,48.3,23.4,50.2,41.1,6.5,49.9,9.8,48.9,48,33.1,39.2,25.7,69.21440726,29.68425033,0.179618075,48.40989399,2.338461538
628,227,144.9,423.9,57118,98877,11.4,49,47.5,50.5,2.38,53.6,13.4,28.8,20.2,21.6,49.9,9.8,66.7,48,35.1,39.1,17.3,92.36887491,0.487978087,1.705387035,51.86251311,4.079089924
335,155,194.2,437.1,34842,51881,20.5,46,43.6,47.5,2.32,52,12.8,40.7,34.1,7.3,49.9,10,59.8,50,33.9,42.9,22.2,73.33586915,22.28033473,2.232788132,47.92326567,6.007452513
22,11,166.3,357,34304,4423,24.5,41.8,40.6,42.4,2.47,46.1,23.7,48.5,31,9.3,50,12.2,42.7,27.4,23.4,51.9,35,91.21257807,0.258453586,5.104458324,44.58424508,5.485232068
116,53,219.5,467.6,37413,21540,27.6,38.2,37.1,38.7,2.61,48.4,35.2,27.4,38.6,9.2,50,9.5,54.9,36.4,31.9,37.9,21.3,56.31081457,41.81262163,0.95449912,47.41114254,5.374121538
16,5,180.4,587.4,53277,1680,14.2,49.8,47.5,51.3,2.22,53.6,18.8,49.4,36.7,12.7,50,7.9,59.9,38.9,31.4,40.7,18.6,91.86629526,0.557103064,0.222841226,46.76616915,7.333333333
128,54,153.3,370.2,41166,26105,20.1,42.3,41.2,43.8,2.6,57.1,30,32.9,34.7,10.6,50,8.7,61.3,41.8,37.4,44.2,23.3,94.74246064,1.300087689,1.589843303,57.87008756,4.930928626
242,108,174.4,399.9,46427,53070,16.6,38.5,38.1,39,2.75,47.6,23.8,34.5,33.7,9.9,50,4.9,56.4,45,39.7,32.5,19.6,79.21319939,17.52249472,1.062536244,51.25894215,6.74359899
210,97,188.4,427.7,41316,37896,17.5,41,39.5,42,2.71,52.5,17.3,31.1,37.9,13.1,50,4.3,60.3,45.1,40.6,36.9,19.3,91.55763487,4.305764809,1.572701081,53.83226777,2.5472273
136,55,193.2,487.2,38366,23609,17.2,39.3,37.1,41.5,2.54,51.9,8,35.3,31.8,8.8,50,9.3,61.2,46.6,41.5,39,22,91.71463903,6.528506247,0.571404205,53.67289191,5.256362966
30,12,135.8,369.1,38564,4900,17.1,45.5,45.3,45.7,2.55,62.2,25.1,24,26.8,14.7,50,3.6,68.4,47.2,41.3,35.7,13.1,98.37948718,0.246153846,1.025641026,58.54978355,1.503759399
197,77,178.5,472.5,47862,32852,13.8,41.7,40.2,44.5,2.49,47.1,17.4,37.3,42.4,8.7,50,6.7,72,54.3,49.8,36,18,87.84964771,10.29967643,0.456621005,50.96258932,3.100031959
42,21,231.3,470.4,32645,6276,23,42.4,40.7,44.1,2.5,52.4,19.4,55.6,44.8,8.5,50,6.5,48.6,50,29.1,43.9,26,83.42018001,0.694773409,4.058108321,48.88709025,6.331168831
105,57,229.7,438.4,34631,18208,23.3,40.5,38.7,42.1,2.49,47.4,16.3,57.3,41.3,6.8,50.1,8.8,48.3,37.9,32.9,43.3,26.2,81.46216936,16.1588181,0.260713704,44.48737409,5.174548155
322,138,170.6,399.4,36241,71130,24,39.3,38.2,40.4,2.81,53.5,24.1,30.6,35.2,6.3,50.1,7.7,57.7,44.2,37.6,37.6,20.6,86.4172342,1.822198458,6.945460686,55.41918203,6.414172266
335,137,180.1,469,38992,51441,19.3,42.1,40.4,44.5,2.25,44,11.7,32.6,36.6,11.4,50.1,7.4,63.2,45.4,39.4,43.9,24.5,87.02602088,8.499002149,1.897835431,42.65057979,5.205017787
10,4,181.3,469,54458,2069,15.6,32.4,23.7,40.2,2.52,53.7,28.9,42.6,19.6,20.2,50.1,7.4,70.3,52.2,45.5,33.9,15.8,85.36938677,6.953162723,0.482858522,64.53125,8.831908832
188,85,197.1,444.2,49467,37585,13.5,37.5,36.4,39.3,2.52,45.4,12.5,34.4,42.8,8.7,50.1,7.3,73.9,58.2,53.4,28.2,13.4,93.15272244,4.124833997,0.241699867,52.81049885,4.543828265
49,24,195.8,451.5,39408,5794,15.6,52.4,52.4,52.5,1.99,58.1,22.2,27.7,35.8,14.1,50.1,7,65.3,48,35.2,46.7,21.4,97.12205857,0.440155747,0.338581344,50.13745704,4.091341579
98,54,228.7,433.2,33826,15109,19.9,43.8,42.8,45.5,2.31,52.3,18.4,48.9,43.8,7.5,50.2,9.5,53.8,36.1,29.6,46.8,25.5,96.37012987,0.363636364,1.285714286,48.75207987,8.81166615
665,292,196.4,464.4,40621,97177,18.7,44.1,42.4,45.6,2.35,50.9,17.1,34.8,32.2,13.2,50.2,9.2,56.3,37.6,30.2,44.6,23.6,85.25692596,8.349320296,3.033397281,47.04144949,3.943233157
270,105,174.1,454.8,38465,51542,20.1,37.6,36.5,39.2,2.74,50.2,23.4,32.7,33.4,12.1,50.2,6.4,53.2,39.4,33.9,38.1,22.5,80.39947622,14.57775519,1.670998886,51.83033448,5.031504818
346,141,178.6,446.7,37367,68215,24.4,36.6,35.6,37.9,2.71,48,18.3,30.2,28.2,10.4,50.2,7.4,52.2,39.6,35.5,43.6,27.6,69.06379987,28.86958814,0.443786982,48.71544318,8.134642356
373,156,197.9,489.4,37410,63402,23.4,39.9,39,41.5,2.54,51.3,14.6,48.9,42.1,10,50.2,10.1,55.2,39.7,34.6,42.3,24.6,88.56807251,4.052445277,3.82387022,49.59542297,5.325701036
116,49,184,445.6,35550,19552,17.7,42.8,42.8,42.9,2.52,56,17.9,39.4,38.3,7.2,50.2,10.5,57,40.1,35.8,40.8,22.7,94.53400891,2.599928348,1.427913404,54.88761108,3.298774741
796,333,199.3,480.8,36014,153721,28.2,35.6,34.1,37.5,2.59,37.7,17.6,35.2,32.6,14.5,50.2,12.4,55.9,43.6,37.9,38,24.1,42.94775734,53.09076581,0.480570484,36.90882667,5.466863951
1000,352,146.9,442.1,55427,179589,12.9,42.8,40,45.6,2.51,54.4,13.2,43.4,23.4,23.1,50.2,7.2,66.7,45,31,38.4,16.8,73.64076537,18.61159725,4.019367635,54.08412277,6.319887594
947,362,190,504.8,41783,200579,21.9,33.5,31.5,35.5,2.61,39.5,12.5,32.3,27.7,15,50.2,11,62.4,46.4,32.3,34.9,19.3,45.81820905,44.76770602,2.719624535,39.01594283,6.992367626
155,69,204.5,467.1,39303,28015,19.1,40.7,39.1,41.6,2.57,51.5,12.5,40,39.8,8.4,50.2,9.4,59.8,48,39,40.6,25.5,89.0265234,7.589333524,0.871024167,50.04163197,4.405016825
979,366,168.5,488.3,42703,136411,15.3,44.4,42.7,46.2,2.28,48.5,9.1,32.4,46.3,12,50.2,8.5,72.3,48,45.8,39.9,17.6,93.8492334,3.407207582,0.304919609,47.39754633,4.763561711
60,28,211.3,457.8,44110,9440,20.8,39.3,38.1,42.9,2.55,55.7,36.8,34.9,35,14.2,50.2,3.9,54.6,50,30.6,35.8,18.9,89.47312738,2.623783326,5.765975455,55.78764143,5.472636816
198,85,172.8,419.6,38139,35829,20.2,43.3,42.5,44.2,2.67,55.9,23,41.3,41.3,9.5,50.2,11.4,57.6,50,37,39.4,20.2,92.37809998,0.17634216,3.204948777,56.62841613,6.004650527
63,28,218,492.1,30460,9909,25.2,43.4,42.2,44,2.51,58.4,17.7,35.2,40.9,6.1,50.3,7.4,51.8,36.7,33.9,44.6,26.8,95.13269905,1.281922884,1.852779169,56.45325203,11.46987952
194,112,236.4,403.3,33577,43738,27.1,35.6,34,37.1,2.57,45.8,19.8,40.8,36.6,8.2,50.3,12,49.5,37,31.9,45.2,30,61.72878031,34.64470399,1.633826676,43.72557027,7.372578522
223,107,199.8,427,41611,43026,19.3,40.1,38.6,41.4,2.55,51.4,15.1,45.2,43.1,7.5,50.3,11.5,56.3,41.6,37.8,44.1,26.7,96.22886264,1.380588372,0.039379199,49.87422137,6.779300818
189,91,215.6,455.6,40683,30639,20.8,42.1,41.2,42.9,2.42,52.1,15.7,48.7,41.3,10.3,50.3,11.2,61,43.7,37.7,40.5,21.6,86.26361271,10.54964824,1.053679848,50.49348599,4.063986165
516,212,183,473.5,40230,80994,16.5,43.9,42.3,45.7,2.38,52.1,22,41.6,50.9,9.2,50.3,7.8,66.2,47.7,42.1,41.6,21.8,95.2239283,2.45380672,0.368808625,52.7799604,4.179907113
564,237,194,483.4,34887,96844,21.9,38.5,36.9,39.9,2.32,43,9.7,28.2,31.9,14.8,50.3,6.8,63.3,48.2,44.4,39,21.7,91.06936297,4.818020326,0.228249194,40.76501639,4.521925134
59,24,185.8,452.7,40657,10483,18,43.1,43.5,42.4,2.56,52.3,25.6,36,49.7,5.7,50.3,6.6,61.7,48.4,44.6,40.7,24,97.29959399,0.103861769,0.169955623,51.59717142,4.891062695
320,116,160.7,461,45860,46053,14.4,46.4,45.7,47,2.31,47.8,8.8,39.2,38.7,11.5,50.3,9.5,66.8,48,42.6,42.4,20.7,95.08752479,1.967975096,0.545830579,46.37628491,4.154951578
127,60,201.8,432.2,37256,23320,19.6,39.3,37.3,42.3,2.77,48.9,27.5,43.6,35.7,9.9,50.3,8.2,50.8,48,30.2,39.8,22.7,78.59640147,17.61320031,1.722520679,51.02671945,4.700402287
103,50,190.1,399.2,41810,15159,16.5,50.9,50.6,51.4,2.08,59,14.7,34.9,40,11.9,50.3,7.5,64.2,48,34.3,48.2,23.7,91.5416721,0.482587714,0.254336768,51.08041575,4.96054115
418,178,219.5,523.2,32767,63782,26,42,40.8,43.3,2.45,52.1,16,31.7,41.2,8.6,50.4,9.1,60.1,34.5,28.8,45,23.8,96.26149132,0.98687829,0.572012257,49.29082171,6.00624025
