YEAR,ADLT_MOR,ALCO,HEPT-B,BMI,POLIO,TOT_EXPD,DIPTR,HIV/AIDS,POPLN,THIN_1_19,THIN_5_9,ICOR,SCH,LIFE_EXP
2013,23,14.66,98,61.1,98,6.7,98,0.1,9465997,2,2,0.796,15.7,71.7
2010,18,9.8,91,58.9,92,6.55,92,0.1,297555,2.2,2.3,0.815,16,72.8
2010,154,7.52,96,52,99,8.27,99,0.1,196796269,2.9,2.9,0.716,13.8,73.8
2011,124,5.3,98,6.8,97,6.4,97,0.1,119917,1.6,1.6,0.745,12.6,76.1
2011,177,9.72,99,34.2,99,3.38,99,0.1,87441,5.7,6.1,0.744,13.3,72.6
2002,68,11.68,88,53.8,98,6.12,98,0.1,976966,0.9,1,0.805,12.5,78.4
2012,12,8.35,91,61,99,5.2,91,0.1,4296739,1,0.9,0.822,17.2,75.9
2009,184,9.85,92,58.5,94,6.84,94,0.1,2141669,2.3,2.3,0.821,16.4,72.6
2014,54,7.3,67,59,98,11.93,98,0.1,969611,1.5,1.3,0.906,15.8,82.3
2014,199,13.94,97,61.7,97,5.69,97,0.1,9474511,1.9,2,0.796,15.7,72
2012,62,9.05,2,6.5,97,11.1,97,0.1,16754962,1,0.9,0.921,18.1,81.1
2006,16,4.15,88,51.4,89,7.82,89,0.1,438794,2,1.9,0.727,12.6,78
2010,122,6.94,94,54.2,95,8.5,94,0.1,3643222,2,1.9,0.756,12.8,76.5
2013,57,7.3,67,58.5,98,11.97,98,0.1,96379,1.4,1.3,0.904,15.8,81.9
2013,138,9.59,96,59.2,88,5.6,92,0.1,19983693,2.7,2.9,0.794,14.7,74.6
2012,65,0.01,99,24.1,99,9.16,99,0.1,385,13.8,13.9,0.675,12.1,77.6
2006,91,7.33,95,58.1,94,6.18,94,0.1,16319792,0.9,0.9,0.796,14.9,78.9
2011,114,1.53,96,62.8,97,5.29,97,0.1,7349455,4.9,4.7,0.737,13.8,74.5
2009,136,10.7,98,57.8,96,7.12,99,0.1,3815163,2.1,2.3,0.818,15.1,75.7
2014,225,10.12,97,59.9,97,7.7,97,0.1,143819666,2.3,2.3,0.803,14.9,73
2005,9,11.84,95,57,99,7.95,99,0.1,465158,1,0.9,0.874,13.5,78.8
2012,163,10.21,9,59.8,91,5.91,91,0.1,234319,2.2,2.2,0.812,15.5,73.8
2009,126,8.33,94,59.2,97,7.63,94,0.1,479947,1,0.9,0.794,16.5,75.6
2001,83,8.62,9,58,9,8.47,91,0.1,1862132,0.9,0.8,0.801,14.2,78.7
2008,126,8.41,9,58.6,94,6.66,93,0.1,4382389,1,0.9,0.792,16.3,75.4
2010,188,12.9,94,6,95,7.9,95,0.1,397282,2.8,2.8,0.824,16.8,72.4
2014,144,4.38,9,57.2,9,7.2,9,0.1,47791911,2.1,1.9,0.72,13.6,74.6
2009,192,12.4,95,59.7,98,7.53,98,0.1,3162916,2.8,2.9,0.825,16.6,72.2
2013,6,8.68,51,61,97,11.4,97,0.1,1684432,1,0.9,0.922,18.1,81.4
2012,143,4.44,92,55.7,91,6.93,91,0.1,46881475,2.1,1.9,0.707,13.2,74.3
2014,58,0.01,92,61.6,96,1.9,96,0.1,168658,1,0.9,0.923,18.1,81.7
2011,12,8.11,91,6.4,93,5.89,91,0.1,41656879,1,0.9,0.816,17.1,75.7
2013,172,0.01,99,35.5,98,3.58,98,0.1,89949,5.7,6.1,0.762,13.5,72.9
2014,156,0.01,92,6.7,92,5.88,92,0.1,1993782,2.2,2.2,0.822,16,74.4
2005,65,11.41,88,55.3,98,6.37,98,0.1,127658,0.9,1,0.826,13.5,78.7
2007,24,13.4,96,59,95,6.22,95,0.1,3231294,2.9,3,0.812,16.4,72
2004,65,13.03,88,54.8,98,6.42,98,0.1,1141,0.9,1,0.823,13.4,78.6
2013,64,0.01,99,25.1,99,11.16,99,0.1,393,13.7,13.8,0.683,12.4,77.9
2001,11,12.22,7,5.9,96,9.1,97,0.1,1362722,0.8,0.6,0.782,15.7,76.9
2003,71,6.7,89,63.9,94,8.6,94,0.1,398582,0.7,0.7,0.79,13.8,78.5
2013,118,6.89,8,56.3,81,8.9,8,0.1,3838462,1.9,1.9,0.773,12.9,77.5
2006,64,11.47,93,55.8,97,6.28,97,0.1,14559,0.9,1,0.829,13.4,78.8
2002,74,2.47,98,59.2,91,7.49,9,0.1,657,1.1,1.1,0.855,15.3,79.3
2006,117,6.58,95,58.9,95,11.17,95,0.1,333143,1.6,1.6,0.756,15.2,76.2
2009,156,15.04,95,57.1,95,6.93,95,0.1,1334515,2,2,0.836,16.1,74.9
2003,71,2.32,98,59.6,93,7.44,93,0.1,66897,1.1,1.1,0.863,16,79.7
2011,18,12.66,95,6.5,92,6.86,92,0.1,328115,2.7,2.8,0.826,16.7,72.8
2010,137,14.97,94,57.6,94,6.25,94,0.1,1331475,1.9,2,0.833,16.2,75.6
2012,176,15.14,93,6.9,93,6.67,93,0.1,2987773,2.7,2.7,0.83,16.5,73
2014,119,6.74,8,57.1,8,8.3,8,0.1,393986,1.9,1.8,0.78,13,77.6
2012,14,11.49,98,61.9,96,7.8,96,0.1,4267558,1.5,1.5,0.815,14.6,77.1
2008,99,4.22,89,53.4,89,9.1,9,0.1,442958,1.9,1.8,0.74,12.9,78.9
2009,118,6.67,95,6.7,95,8.78,95,0.1,3362755,1.5,1.5,0.774,15.5,76.6
2014,97,12.14,95,63.1,95,7.8,95,0.1,4238389,1.5,1.5,0.82,15.1,77.8
2008,224,13.3,96,59.3,96,6.61,96,0.1,3198231,2.9,2.9,0.82,16.5,71.1
2004,69,2.23,99,6.1,95,7.35,95,0.1,689,1.1,1.1,0.863,15.9,81
2013,97,12.39,96,62.5,96,7.83,96,0.1,4255689,1.5,1.5,0.817,14.9,77.7
2002,17,12,82,51.7,96,9.15,98,0.1,1419631,0.8,0.6,0.788,15.9,77.2
2007,189,17.87,95,56.3,95,5.16,95,0.1,13468,2,2.1,0.829,16.1,73
2011,14,12.19,97,61.3,96,7.8,96,0.1,428622,1.6,1.5,0.808,14.5,77
2000,86,11.12,77,57.6,95,7.21,95,0.1,4567864,0.6,0.5,0.82,15.7,79.1
2007,63,11.56,93,56.3,97,6.5,97,0.1,163712,0.9,1,0.836,13.5,78.9
2013,178,15.04,93,61.4,93,6.59,93,0.1,2957689,2.7,2.7,0.834,16.4,73
2007,114,12.56,95,58.7,96,7.44,96,0.1,4436,1.8,1.7,0.793,14.3,75.8
2001,84,9.86,83,58.2,95,7.24,96,0.1,485412,0.6,0.5,0.825,15.7,79.4
2014,62,0.01,99,26.2,99,13.73,99,0.1,41,13.6,13.7,0.693,12.7,78.2
2009,76,11.42,95,58.8,96,8.11,99,0.1,497783,0.9,0.9,0.888,13.5,83
2003,81,9.46,92,59.2,93,8.61,94,0.1,19287,0.8,0.8,0.823,15.2,79.1
2011,138,0.01,94,58,93,5.83,93,0.1,1327439,1.9,2,0.838,16.4,76.1
2012,56,10.55,96,58.7,99,7.44,99,0.1,113562,0.9,1,0.85,13.8,80
2009,19,12.21,97,6,96,8.18,96,0.1,442978,1.7,1.6,0.803,14.2,76.3
2014,73,7.53,96,66,99,8.8,99,0.1,1892413,0.8,0.7,0.862,17.2,88
2013,74,7.46,98,65.4,99,9.26,99,0.1,1965211,0.8,0.7,0.86,17.1,86
2014,169,15.19,94,61.9,93,6.55,93,0.1,2932367,2.6,2.7,0.841,16.5,73.4
2005,67,6.41,85,65,94,8.83,92,0.1,43834,0.7,0.7,0.805,14.8,79
2012,84,6.76,9,61.8,9,7.24,9,0.1,1739746,0.8,0.8,0.826,15.5,79.9
2012,135,0.01,94,58.5,94,6.36,94,0.1,1322696,1.9,1.9,0.85,16.5,76.3
2010,73,11.36,94,59.2,96,7.68,99,0.1,56953,0.9,0.9,0.884,13.7,86
2003,15,14.21,94,52.5,96,9.54,99,0.1,1458821,0.7,0.6,0.789,15.8,77.3
2012,7,11.34,94,6.1,99,7.18,99,0.1,53946,0.9,0.9,0.892,13.9,81.1
2010,118,6.21,95,61.2,95,8.63,95,0.1,3374415,1.5,1.5,0.777,15.6,76.3
2014,83,7.16,95,63.1,95,7.79,95,0.1,17613798,0.8,0.8,0.841,16.2,83
2010,16,3.58,89,55.5,93,9.66,88,0.1,454528,1.8,1.8,0.749,13.3,78.1
2006,66,8.84,86,65.6,83,8.93,85,0.1,4538,0.7,0.7,0.809,14.8,79.3
2008,116,12.06,97,59.4,96,7.7,96,0.1,443458,1.7,1.7,0.8,14.3,76
2011,98,3.41,84,56.5,82,9.73,85,0.1,46474,1.8,1.7,0.752,13.4,79
2013,84,7.2,9,62.5,9,7.53,91,0.1,17462982,0.8,0.8,0.831,15.6,81
2011,57,10.69,96,58.3,99,7.54,99,0.1,1124835,0.9,1,0.847,13.8,79.7
2012,76,8.2,98,64.9,99,9.24,99,0.1,114511,0.8,0.7,0.858,16.8,84
2012,97,3.34,91,57.5,9,9.56,91,0.1,4654122,1.8,1.7,0.758,13.6,79.2
2007,65,7.45,82,66.1,76,8.36,74,0.1,46724,0.7,0.7,0.808,14.4,79.6
2008,64,7.14,86,66.6,72,8.15,72,0.1,49379,0.7,0.7,0.813,14.6,80
2013,79,10,98,6.2,98,9.55,98,0.1,1457295,0.7,0.5,0.827,16.3,86
2014,122,0.01,93,59.4,93,6.38,93,0.1,1314545,1.9,1.9,0.86,16.5,77.3
2005,81,9.95,93,6.5,96,9.36,96,0.1,1987314,0.8,0.7,0.839,15.6,79.3
2005,11,13.33,94,54.1,93,9.98,93,0.1,15333,0.7,0.6,0.79,15.4,77.7
2002,72,9.25,95,56.4,96,8.23,93,0.1,57597,0.5,0.5,0.836,15.2,80
2006,96,13.11,97,54.9,97,9.67,97,0.1,1522288,0.7,0.5,0.793,15.4,78.5
2001,1,11.01,6,58.5,96,8.29,95,0.1,128657,0.8,0.8,0.873,18.2,78
2001,75,9.53,94,59,91,8.18,92,0.1,19413,0.7,0.7,0.899,20.5,79.9
2011,85,11.92,97,58.8,97,1.7,97,0.1,155756,0.7,0.5,0.818,16.2,82
2010,88,12.25,97,58.1,97,1.44,98,0.1,15731,0.7,0.5,0.812,16,79.6
2010,76,9,95,63.7,99,9.18,99,0.1,11121341,0.8,0.7,0.859,16.4,83
2011,76,8.02,95,64.3,99,9.77,99,0.1,1114899,0.8,0.7,0.86,16.7,85
2003,83,12.09,81,59.3,99,7.99,98,0.1,42187645,0.6,0.5,0.83,15.6,79.4
2000,13,13.63,26,54.6,98,9.77,97,0.1,6912498,0.7,0.6,0.844,15.7,78.8
2001,13,13.89,28,55.2,98,9.89,97,0.1,61357431,0.7,0.6,0.849,15.6,79
2003,72,9.3,95,57,97,8.17,96,0.1,5731323,0.5,0.5,0.841,15.4,79.9
2000,96,13.2,33,5.1,71,1.6,81,0.1,811566,1.7,1.9,0.833,15.4,78.1
2001,92,12.4,44,5.6,83,1.12,84,0.1,842293,1.7,1.9,0.837,15.5,78.6
2011,59,6.91,82,68,96,9.6,96,0.1,416268,0.8,0.7,0.826,14.8,87
2007,8,9.67,95,61.8,99,9.41,99,0.1,1148473,0.8,0.7,0.855,16.4,79.4
2008,92,12.35,97,56.5,97,9.9,97,0.1,1558177,0.7,0.5,0.804,15.8,79
2008,77,9.51,95,62.4,99,9.76,99,0.1,1177841,0.8,0.7,0.853,15.9,79.9
2004,79,11.96,97,59.9,97,8.5,97,0.1,42921895,0.6,0.5,0.833,15.6,81
2002,11,13.78,29,55.8,97,1.22,97,0.1,6185267,0.7,0.6,0.851,15.5,79.2
2011,61,2.67,98,63.4,94,7.39,94,0.1,77658,1.2,1.1,0.883,15.8,81.8
2003,71,9.97,95,6.3,92,8.32,93,0.1,198954,0.7,0.7,0.905,20.6,83
2012,6,2.78,97,63.8,94,7.73,94,0.1,7915,1.2,1.1,0.889,15.9,81.8
2002,9,12.5,81,51.2,82,1.27,83,0.1,881957,1.7,1.9,0.847,16.1,78.7
2001,92,12.46,86,55.6,96,1.15,93,0.1,82349925,1.2,1.1,0.86,16.2,78.3
2000,95,12.91,84,55.1,94,1.1,9,0.1,8221158,1.2,1.2,0.855,16.2,78
2012,61,9.35,96,64.8,97,9.39,97,0.1,4677355,0.6,0.5,0.871,17.2,82
2004,66,8.98,96,57.6,97,8.49,94,0.1,57685327,0.5,0.5,0.846,15.6,89
2013,61,2.69,97,64.2,96,7.89,96,0.1,8595,1.2,1.1,0.891,15.9,82.1
2014,6,2.62,97,64.6,95,7.81,95,0.1,82157,1.2,1.1,0.895,16,82.2
2006,73,11.86,97,61.1,98,8.23,98,0.1,44397319,0.6,0.5,0.844,15.9,88
2005,66,8.65,96,58.2,97,8.71,95,0.1,57969484,0.5,0.5,0.851,15.8,88
2010,68,11.88,46,58.9,94,8.76,94,0.1,456155,0.3,0.2,0.907,18.2,86
2003,99,13.49,28,56.4,96,1.43,97,0.1,62244884,0.6,0.6,0.852,15.4,79.3
2003,78,7.7,14,6,88,9.54,91,0.1,31676,0.5,0.4,0.877,15.8,79.7
2012,6,7.49,96,62.1,96,9.28,97,0.1,59539717,0.5,0.6,0.877,16.6,82
2014,57,7.56,95,63.1,95,9.25,95,0.1,678914,0.6,0.6,0.877,16.3,82.5
2011,63,9.62,97,64.1,97,9.48,97,0.1,46742697,0.6,0.5,0.867,16.9,82.1
2009,66,9.99,96,62.9,96,9.52,96,0.1,46362946,0.6,0.5,0.858,16.3,81.6
2005,89,12.27,77,6.2,97,9.24,97,0.1,1478617,0.8,0.8,0.861,15.7,78.9
2004,91,12.05,64,59.8,96,9.32,95,0.1,1421137,0.8,0.8,0.88,18.8,78.8
2010,6,6.95,96,61,96,9.42,96,0.1,59277417,0.5,0.5,0.869,16.4,81.8
2007,63,8.37,97,59.4,97,8.48,97,0.1,5843831,0.5,0.5,0.862,16.1,81.3
2009,61,7.25,96,6.5,96,9.41,96,0.1,5995365,0.5,0.5,0.868,16.3,81.6
2004,94,13.18,35,57,99,1.53,98,0.1,6274897,0.6,0.6,0.857,15.5,82
2004,86,12.1,83,52.2,83,1.56,83,0.1,8171966,1.7,1.9,0.841,14.7,79.3
2011,6,6.98,96,61.5,96,9.27,96,0.1,59379449,0.5,0.5,0.872,16.4,82
2005,93,12.2,35,57.5,98,1.6,98,0.1,63179356,0.6,0.6,0.86,15.5,81
2004,77,7.8,14,6.6,91,9.56,91,0.1,31995,0.5,0.4,0.881,15.8,80
2006,85,10.98,94,6.6,99,9.17,98,0.1,1547958,0.8,0.8,0.865,15.7,79.4
2008,7,10.24,97,62.3,97,8.8,97,0.1,4595416,0.6,0.5,0.854,16.1,81.3
2006,92,12.4,39,58,99,1.53,99,0.1,63621376,0.6,0.6,0.87,16.1,86
2004,86,11.83,88,57.1,96,1.37,96,0.1,8251626,1.1,1.1,0.877,16.4,79.1
2005,85,12.4,86,52.7,86,1.53,86,0.1,8227829,1.7,1.9,0.848,14.9,79.4
2005,85,11.67,9,57.6,95,1.52,96,0.1,82469422,1.1,1.1,0.884,16.4,79.2
2006,66,10.31,95,62,92,8.49,92,0.1,26979,0.7,0.6,0.915,20.3,81.2
2005,76,8,14,61.3,93,9.57,93,0.1,32312,0.5,0.4,0.886,15.8,81
2011,7,11.72,95,59.7,95,8.15,95,0.1,4576794,0.3,0.2,0.909,18.5,84
2006,84,11.76,87,58,94,1.34,96,0.1,82376451,1.1,1.1,0.892,16.5,79.6
2009,88,11.8,51,59.6,98,11.28,98,0.1,647744,0.6,0.6,0.879,16,81.1
2012,69,11.49,95,6.5,95,8.32,95,0.1,4586897,0.3,0.2,0.895,18.5,85
2013,81,11.1,74,61.6,99,11.56,99,0.1,6599857,0.6,0.6,0.887,16.2,82
2014,79,11.5,83,62,98,11.54,98,0.1,66331957,0.6,0.6,0.89,16.2,82.2
2008,88,11.9,47,59.1,98,1.57,98,0.1,6437499,0.6,0.6,0.877,16.1,89
2014,76,12.6,98,63.4,99,1.59,99,0.1,112957,1,1,0.89,16.3,89
2009,66,10.62,94,63.4,92,9.5,92,0.1,216917,0.7,0.6,0.925,19.1,81.7
2008,87,10.47,98,61.3,99,9.6,99,0.1,179973,0.8,0.8,0.874,15.8,79.5
2010,75,12.1,86,55.2,86,11.17,86,0.1,836344,1.7,1.9,0.872,15.4,84
2007,8,12.5,85,53.7,85,1.4,85,0.1,8295487,1.7,1.9,0.86,15.2,81
2010,76,11.2,88,59.9,94,11.25,95,0.1,8177693,1.1,1.1,0.907,16.7,81
2009,79,11.22,88,59.5,95,11.4,96,0.1,819237,1.1,1.1,0.906,16.7,80
2007,82,11.5,86,58.5,95,1.18,96,0.1,82266372,1.1,1.1,0.898,16.6,79.8
2001,96,12.89,86,54.6,99,7.4,99,0.1,441525,1,1,0.854,13.4,78
2012,7,12.26,92,56.1,92,11.17,92,0.1,8429991,1.8,2,0.884,15.7,88
2007,74,8.3,14,62.5,9,9.83,94,0.1,32887928,0.5,0.4,0.894,15.8,85
2009,77,11.3,83,54.7,83,11.19,83,0.1,8343323,1.7,1.9,0.87,15.3,82
2000,98,13.14,77,54,99,7.48,99,0.1,4363,1,1,0.848,13.5,77.8
2011,73,12.04,89,55.7,89,1.94,89,0.1,8391643,1.7,2,0.88,15.7,88
2008,8,11.36,87,59,95,1.39,96,0.1,821197,1.1,1.1,0.903,16.6,79.9
2008,76,12,83,54.2,83,1.6,83,0.1,8321496,1.7,1.9,0.864,15.1,84
2014,66,12.32,98,57.1,98,11.21,98,0.1,8541575,1.8,2,0.892,15.9,81.4
2008,74,8.3,28,63,89,1.3,92,0.1,33245773,0.5,0.4,0.897,15.8,87
2008,66,10.76,94,62.9,92,8.78,92,0.1,212492,0.7,0.6,0.921,19.1,81.3
2010,7,8.4,56,64.1,88,11.2,89,0.1,345274,0.5,0.4,0.898,15.9,81.2
2010,64,10.52,92,63.9,92,9.2,92,0.1,223175,0.7,0.6,0.927,19.5,81.9
2013,67,8.2,55,65.8,91,1.67,91,0.1,35155451,0.5,0.5,0.909,15.9,81.8
2012,68,8.3,7,65.3,99,1.78,95,0.1,3475545,0.5,0.5,0.907,15.9,81.6
2003,92,12.61,95,55.8,99,7.67,98,0.1,45163,1,0.9,0.865,13.6,78.6
2014,6,9.71,91,66.1,92,9.42,92,0.1,2346694,0.6,0.6,0.936,20.4,82.7
2012,57,7.4,53,58.1,98,11.8,98,0.1,9519374,1.4,1.3,0.903,15.8,81.7
2011,63,10.3,92,64.4,92,9.2,92,0.1,223424,0.6,0.6,0.927,19.8,82
2011,58,7.4,42,57.7,98,11.7,98,0.1,9449213,1.4,1.3,0.901,16,81.7
2012,61,10.03,91,65,92,9.36,92,0.1,22728254,0.6,0.6,0.93,20.1,82.3
2013,61,9.87,91,65.5,91,9.36,91,0.1,23117353,0.6,0.6,0.933,20.3,82.5
2004,92,12.42,94,56.4,99,8.2,99,0.1,45895,1,0.9,0.867,13.5,78.7
2006,85,11.98,95,57.5,99,7.75,99,0.1,472637,0.9,0.9,0.88,13.5,79.4
2013,68,11.02,94,6.5,99,7.1,99,0.1,54336,0.9,0.9,0.892,13.9,81.4
2014,65,11.12,94,6.9,99,6.94,99,0.1,556319,1,0.9,0.892,13.9,81.7
2011,72,11.5,95,59.6,96,7.34,99,0.1,518347,0.9,0.9,0.894,13.9,88
2008,8,11.53,94,58.4,96,7.34,99,0.1,48865,0.9,0.9,0.887,13.5,80
